Comment_Id,Product_Id,Comment_Content,Comment_Evaluation
7885,342,normal bedeninize göre kat ve kat büyük olabilir,3
8274,363,Çok beğendim,5
21082,1057,yumusacik ve rengi cok fresh.mavi rengini de aldim.158 boy 55kg..s tam oturacagi icin m beden aldim.tam da istedigim gibi durdu,5
17852,875,Resimde biraz daha kalın gözüküyordu,5
21570,1084,Elbise güzel ama beli çok bol. Üstü tam geldi lakin bel kısmı olması gerekenden daha geniş,3
23787,1206,Çok güzel bir tişört eşime aldım yaz ayları için ideal,4
4110,173,tam bedeninizi alın,5
7392,321,Kalıbı çok büyük :(,2
1997,75,"Yumuşak bir dokusu var,çok beğendim.",5
13274,618,Çok güzel eşime aldım beğendi çokta yakıştı teşekkür ediyorum,5
7155,309,mükemmel ürün,5
43002,3742,Elbise guzel fakat dikim hatasi cok,3
25337,1293,"asiri guzel bir rengi var, cok memnun kaldim.",5
41256,3301,Maviden böyle bir ürün asla beklemezdim çok kötü fiyatını asla karşılamıyor alacakların iade edeceğinden o kadar eminim ki en iyisi siz beni dinleyin ve asla almayın,1
19710,976,İncecik bir bluz çok kalite beklenmez,3
15644,744,Eşime aldım çabuk geldi,5
25209,1287,Eşime aldım çok beğendi tam yazlık incecik,5
4291,180,Ben. Xs bedenem 36 beden bana tam oldu 👍🏻,5
35671,2218,çok kötü hayal kırıklığı resmen,1
10744,482,oldukça kaliteli duruyor,5
42258,3495,S bedeni bile çoooookkkk büyük o kadar büyükki 2 bacağım tek bacak yerine giriyor bel kısmı çok kalın eski tip çocuk kaprileri gibi berbat ürün almayın xl sini falan düşünemiyorum,1
14821,697,T-shirt renk ve modeli güzel ancak kumasiyma i kalitesinde değil ince,3
2858,113,Çok kaliteli,5
4412,185,çok hoşş çok beğendimmm,5
20582,1031,kirli geldi,2
17227,838,ürün çok güzel çok begendim yumuşacık bir dokusu var tereddüt etmeden alın aldırın derim,5
37467,2550,"Cok cok ince bir mont,astari yok..",3
1116,40,çok güzel rengini de sevdik,5
29965,1566,Mukemmel bir urun. Cok guzel toparladi. deseni rengi durusu. . . kesinlikle tavsiye ederim.,5
137,5,gayet güzel ve kaliteli,5
18850,929,"Urun mukemmel, aşırı trendy fakat kalıbı aşırı geniş:(",5
35184,2122,Ürün tam kalıp biraz boyu uzun uzun boylular için ideal,3
22211,1117,kaliteli tavsiye ederim,5
17926,880,rengi gul kurusu neonumsu asla fotografla alaksi yok ama guzel,4
2467,95,Biraz sıktı rahatsız etti ama güzeldi,4
32744,1728,ürün çok kaliteli ve şık paketleme iyiydi,5
22659,1143,Güzel ürün,5
501,19,1.77 boy 60kg s hafif bol ama efsane oldu kesinlikle tavsiye ederim,5
32908,1734,Ben kısa boylu olduğum halde çok güzel oldu. 160 boyundayım beni rahatsız etmedi 😊,5
18241,896,Fotoyla aynı çok beğendim:),5
24504,1242,Kumaşı terletmiyor tiril tiril cok güzel,5
3528,146,Eşime aldım gayet kaliteli şık tavsiye ederim,5
32852,1732,mavi kalitesi👍🏻 hızlı teslimat teşekkürler trend yol.bedenim s yorumlara bakarak m beden aldım ve iyikide öyle yapmisim çok rahat ve bol olmadı tavsiye ederim,5
81,3,"Esim cok beyendi ,4 tane daha baska reng siparis verdim , tavsiye ederim Trendyol kargoya tesekkurler,",5
17203,836,Çok başarılı tam yazlık,5
14407,673,klasik,4
10895,487,Bayaa oversize,3
12403,571,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
34593,2004,M giyiyorum dar olur diye l aldım keşke kendi bedenimi alsaydım,3
39644,2968,kalitesi çok güzel bir ürün hızlı teslimat bir beden küçük Alın,3
13934,648,güzel kaliteli,5
37721,2601,güzel ama düğünlük,3
22477,1131,Kaliteli ama biraz kalıbı büyük xs almama rağmen büyük oldu,4
20929,1049,oğluma aldım çok tavsiye ederim,5
26062,1331,ürün kumaş olarak çok iyi fakat büyük baya M söylemiştim çok büyük kalıplı değiştiricem güzel begendim,5
25842,1318,ürün bedeni s olmasına rağmen çok büyük değil sardonlu olması iade etme sebebim,5
5070,216,cok begendim ama keske xs alsaymisim,5
21489,1081,Çok güzel ürün,5
12119,557,yine mavi hep mavi,5
32613,1719,Kuponla aldık uyguna geldi,5
22384,1126,Gayet kaliteli mavi kalitesi,5
28910,1512,Ben aldıktan 5 gün sonra fiyatı düştü bu beni miktar üzdü. Ürün güzel ve şık ben gelinliğin üstüne aldım. Daha sonra da giyebilmek için bu tarz bir şey arıyordum zaten.,5
31051,1622,Çok begendık kumaşı harıka,5
10408,469,çok iyi bir ürün 😊,5
24068,1217,Ürün çok iyi. Teşekkürler.,5
3263,134,85 bedene xl iyi oldu.renk efsane oldukça rahat günlük kullanılır,5
28362,1482,kumaşı harika biraz büyük oldu,5
15274,723,kumaşları çok güzel yumuşacık çok beğendim,5
24266,1228,"Kumaşı yumuşacık, renkleri görseldeki gibi bayıldımm.",5
9256,408,Eşime aldım. 1.82 boy kilo 90 l beden tam oldu. Kalıbı bi tık geniş,5
19672,974,Çok şık bedeninizi alın,4
36422,2367,yani.......,3
25624,1305,Tek kelimeyle bayıldım 👍 27 giymeme rağmen yapılan yorumları dikkate alarak 1 beden büyük 28 aldım tam üzerime oturdu ve muhteşem görünümü ile mavi nin kalitesini tartışılmaz buldum 👏 herkese 1 beden büyük almasını önemle tavsiye ediyorum 🙋‍♀️,5
647,24,Çok güzel cok beğendik bedeni büyük alın,5
11088,500,gayet güzel🌺,5
9907,446,Ürün güzel,5
15209,721,tavsiye ederim,5
20334,1017,👍👍 gayet güzeller,5
22683,1143,boy 180 kilo 80 xl çok güzel oldu. Kaliteye diyecek birşey yok. sonuçta polo 👍,5
42598,3600,Ürün kaliteli değil,3
7898,343,Kumasi cok iyi,5
13075,607,eniştenize aldım bayıldım çok güzel,5
22239,1118,gerçekten kaliteli,5
11790,538,görseldeki gibi kızım çok beğendi.,5
39497,2942,Ürünle ilgili kararsız kaldım. Şu an aslında 36 bedene doğru giden bir insanken çok kilolu gibi oldu. Mankenin boyuna göre fotoda çok güzel duruyorken ben de durmadı.,2
13302,618,Boyu kısa geldi ancak güzel bir kean,3
29304,1535,ürün kaliteli güzel,5
15286,724,biraz dekoltesi var ama yine de sevdim,5
25955,1324,Beğendim yapısı falan hoş rengi de göründüğü gibi,5
22780,1150,tartışmasız mavi kalitesi,5
41569,3365,görseldeki kumaş ile gelen ürünün kumaşı farklı,3
9415,420,hariha cok güz,5
20427,1023,Herşey süperdi,5
35200,2124,ürun çok salaş hiç beyenmedim,1
31518,1652,siparişimi sorunsuz teslim aldim tesekkur ederim,5
15102,716,Ürün çok kaliteli. Çok tarz ve şık. Verdiginiz her kuruşa değer.,5
13100,609,Duruşu çok güzel ama aşırı sim döküyor. Nereye koysam temizlemek zorunda kalıyorum.,4
9227,406,biraz kalitesiz daha giymeden yanlarındaki ipi koptu bir şekilde hallettik onun dışında üstte duruşu güzel,3
30781,1606,Ürün tam bedeninizde ve bayağı destekli. Ama rengi ve duruşu aynı resimdeki gibi. Ben çok beğendim.,5
2884,114,Tam beden tavsiye ederim.,5
24605,1246,elbise cok kısa ve geniş oldu,3
28035,1465,penyesi güzel tam beden alabilirsiniz.,5
10427,470,Kuması yumusak ürünün kalitesi güzel,4
17805,872,"Güzel bir parça fiyatı gayet uyguna geldi, kumaşı terletmiyor",4
36211,2322,Ceket çok güzel ama kalıp olarak dar eşim normalde L beden kullanıyor ama ceket olmadı beden değişimi yapacağız,4
31531,1653,"hiç beklediğim gibi değil çok ince şok olduk, eşime hediye almıştım idare eder dedi :(",1
10579,476,Anneme de kendime de aldım severek kullanıyoruz,5
19006,940,Mavi kalitesi tamamen. Bedeninize göre alabilirsiniz.,5
23986,1214,Bir beden büyük alınmalı esnek kumaş değil ama yazlar için güzel,5
12130,558,Çok beğendim tam oturuyor,5
32967,1739,Ürün etiket bedeni ile gerçeği arasında fark var.XL almama rağmen M beden ebatında geldi.,5
4126,174,Gayet hoş ve şık bir gömlek indirimdeyken almıştım mutlaka alınmasını tavsiye ederim,5
42547,3583,34 siparş verdim 36 geldi👎🏻👎🏻,1
33927,1880,"Ürünü çokkk beğendim, tam ölçü aldım hiç sorun olmadı. Diğer renkleri için indirim günlerini bekliyorum;)",4
6978,300,"kumaşı kalitesi çok iyi ,kendi bedeninize göre alın",5
24722,1252,böyle geldi 💔💔,1
13847,645,Eşime hediye olarak aldım çok beğendi 👍 mavi kalitesi mükemmel 👌,5
35299,2148,Çok güzel kumaşı herşeyi,4
27411,1402,"Sintetik, Kötü lkalite.....",1
43086,3774,malesef kalite olarak begenmedim,2
12969,602,Merhaba. Ürün çok güzel. Eşim üçün aldım. Çok beyendi. Supersn Mavi!,5
9553,430,Çok çok güzel bütün yaz giydim diğer renklerini de almıştım zaten,5
15880,761,Dogum günüm için arkadaslarım almıs tek keşime ile müthiş bir ürün 🥰❤️,5
39895,3019,Görselle alakası yok. Dikim berbat ötesi boyu baya diz altı ve inanılmaz ince. Resme aldandım yazık,1
32391,1702,harika kumaş yapısı Hummel kendini belli ediyor kendi bedeninizi alın,5
12722,589,Her zaman alıyorum mükemmel,5
26569,1358,Cok begendim kullanıslı kuması güzel,5
6103,259,Ürün fiyatına göre çok kaliteli,5
28413,1485,👍🤗👍👍👍👍👍👍👍👍👍,5
33296,1757,israrla yanlis urun gonderdiler 2 kere!!,2
42284,3502,"Cok begenmedım,bekledığım gıbı degıl,bedenı dar",3
14515,680,ürün güzeldi begendim,4
5570,241,Çok güzel herkes kendi bedenini alsın 🖤,5
1124,41,iyi ki indirimden almışım harika bir ürün,5
10059,454,Gayet güzel tavsiye edilir,5
7660,333,"Fp çok iyi ama yorumlara aldanıp xl aldım 3 üründe büyük geldi. Tam beden ne ise onu alın. Küçük geldi kalıbı dar diyenlere aldırmayın. 3 üründe büyük geldiğine göre tam kalıpmış demek ki! Yazık kargoyu hazırlayanlara, taşıyanlara, dağıtım yapanların emeklerine… O yorumlar yüzünden iade ettim L alıyorum şimdi eşimin tam bedenini.",5
30389,1587,bı beden büyük alinmalidir rengi canlı ve kumaşı guzel,4
43819,4085,Mavisini almıştım ama bu rengini çok beğenmedim o yüzden iade benden tam,3
34451,1980,"Simli bir kumaşı var. Kollar kulak kulak ama dökümlü duruyor, yazın sezonluk giyilir. EDITED: Ilk yıkamada avuç içi gibi kaldı aşırı çekti berbat bir ürün",1
5128,217,85kg 1.90cm boy L beden aldım çok güzel oturdu aşırı fit degil aşırı bolda degil tam kararinda. %100 koton mukemmel bi tisort,5
25577,1302,bedeniniz neyse onu alın. 65kg 177 s beden çok güzel oldu üzerime. kumaşı kaliteli oldukça iyi MAVİ kalitesi,5
8607,380,Ürün gözüktüğü gibi gayet güzel,5
7599,330,Ürün efsane suwen kalitesi diyebilirim,5
3937,165,bayıldım kumaşı harika sert ama çok kaliteli duruyor rahatsız etmiyor 160 boy 50 kilo 25/28 aldım gayet iyi oldu,5
36349,2350,Mükemmel bir üst ve yumuşacık pamuk.Güvenle alabilirsiniz sadece kargo birkaç gün geç geldi.,4
40645,3172,"Ürün eline tam bir ayda ulaştı, 04/11/2020 de sipariş verdim 04/12/2020 de ürün geldi.Kampanyadan almıştım yaza giymek için. Aslında acelesi yoktu yazada gelse olurdu.",1
36859,2440,"Bedenine göre büyük , 36 aldım 55 kg olmama rağmen büyük geldi..Küçük almak gerekiyor..",2
13043,605,yazlık çok güzel rengi harika,5
16098,773,Harika bir elbise 170 boy 54 kg S beden istedim tam geldi beline bir kemerle altına tayt veya çorapla dört mevsim kullanılacak bir ürün,5
6475,278,GUZEL URUN !,5
32240,1696,Güzel beğendim ama kalıbı biraz bol benim için sorun değil,4
33789,1858,fiyatina gore gayet guzel,4
43561,3913,Kalıbını beğenmedim,3
32354,1701,Güzel ama oldukça salaş bir tişört. Bedeninizin bir beden küçüğünü almanızı öneririm.,5
16026,768,"bir az kalın, 65 kq oversaiz oldu",5
31303,1639,ürün tam bedeninde geldi gerçekten güzel tavsiye ederim,5
40448,3128,Asla göründüğü uzunlukta değil alakası bile yok,1
3342,138,Cok guzel alin aldirin,5
34453,1981,Kumaşı kesimi modeli çok güzel düşünmeden alı derim,4
39252,2895,Beğendim ama kalıbı biraz dar,4
5383,230,cok guzel beğendim,5
28329,1480,çok şık bir parça herkese tavsiye ederim🤩,5
41914,3431,Çok kaliteli yumuşacık,4
42587,3594,Çok güzel bir pantolon Tam göründüğü gibi geldi ama bana bedeni olmadı iade etmek zorunda kaldım,3
14382,672,guzel kaliteli,5
36379,2355,Rengi falan buradaki gibi Rahat tiril tiril üstten bolca ki ben basen 91cm 36 aldım rahat ettim kalçadan sıkmadı davul gibi olmadım yani beğendim :) paçası da 163cm boy tam oldu kestirmeye gerek kalmadı bilekte bitiyor paçası.,4
948,35,Cok rahat duruşu güzel,5
10401,469,⭐⭐⭐⭐⭐ bunlarda benden mavi👍,5
24692,1251,çok güzel bir elbise ama i,5
27487,1433,44 bedenim normalde 42 aldım 40 beden de alınabilirdi fakat ben salaş durmasını istediğim için 42 aldım. Rengi çok güzel sıcak tutuyor,5
4974,210,Cok guzel bir urun kalitesi de sahane fakat bir beden buyuk alinmali,5
43595,3923,Hediye olarak aldım.Biraz kırış kırış olduğu için geri iade ettim.,3
34817,2052,İlk giymemde fermuarı bozuldu. Yıkadığım için iade de edemedim. Umarım terzide yapılır.,2
30007,1569,"renkleri çok canli,çok güzel,1 beden büyük alin",5
12264,564,kalitesi güzel ama iç gösteriyo biraz,5
4459,187,Anneme aldık kendisi çok beğendi,5
23055,1166,😊çok güzel biz beğendik,5
35101,2107,Hızlı teslimat için teşekkür ederiz,4
17765,871,"162 boy, 45 kilo, s beden cuk oturdu diğer renklerini de aldım",5
30983,1619,Tam oldu babama,5
21214,1064,Elbise bol kesim ama tam bedenimi aldım güzel durdu. Kaliteli bir ürün.,5
19502,968,Bol kesim bir beden küçük alınabilir bence,2
6974,300,1.75 73 kg L aşırı bol oldu .,3
29372,1538,kötü başka da diyeceğim yok,1
27509,1434,çok tatlı severek kullanıyorum,5
26877,1373,çok severek giyiyorum. kalın ve kaliteli.1.75 boyum var. ürün uzunluğu tam oldu. yere değmiyor.,5
27359,1395,çok güzel beğendim,5
20481,1025,"Mavi kalitesi tartışılmaz. Sadece ürünün kalıbı biraz dar, bir beden büyük alınmalı",5
41236,3298,ekru diyor ama beyaz bir rengi var ona göre alın,4
39876,3014,çok güzel tavsiye ederim,4
17469,853,Çok güzel salaş,5
28749,1503,Kalitesi güzel. Teşekkürler,5
37188,2498,Kötü biraz,2
20069,995,Çok güzel tafsiye ederim,5
454,17,çok güzel geldi tam beden almalısınız salaş kesim çünkü,5
18432,905,Ürünü beğendim kesinlikle kendi bedeninizi alın,4
9942,447,Kendimi bedenimi istedim yine büyük geldi kalıplar çok geniş büyük,3
42729,3647,Alınmaz bir gömlek cok vasat,2
17684,867,gayer guzel minnos corap,5
38869,2816,kalıbı biraz geniş dar seven bir beden küçük alabilir bol seven kendi bedenini alabilir. penyesi yumuşacık umarım giydikçe bollaşıp salmaz kendini gerekirse yorumumu güncellerim:)),4
9875,445,Kaliteli ve rahat.,5
21169,1061,Çok şık duruyor,5
5633,243,Boyum 166 kg 59 26-26 aldım beli boyu tam oldu.,5
2238,84,cok iyi cok begendim serin ve cool,5
34471,1985,Potluk var ben sevemedim,3
728,26,teşekkürler,4
22577,1139,urun cok guzel cok iyi 91 kilo 174 boy XL tam oldu,5
40218,3086,Kumaşı yazlık ince kot bedeninden 1 beden büyük alınmalı,4
11864,545,güzel tam beden alın,5
35206,2126,eşime aldım çok beğendi teşekkürler,4
11631,527,"çok güzel bir ürün, teşekkürler",5
10826,484,çok aşırı begendimm,5
20608,1033,Başarili bikini üstü migdesi olan bayanlae cok rahatlıkla tercih edebilir,5
76,3,harika hersey,5
5412,231,güzel bir ürün,4
15276,723,Kumaşı çok güzel,5
3897,163,Fiyatına göre güzel ürün.,5
33433,1781,çok güzel kaliteli bir ürün. tam fiyat performans ürünü,4
10444,470,Yumuşacık bir beden büyük alınmalı,5
38821,2803,Tam beden alınmalı,2
28810,1507,cok begendim indirimden aldim harika bir pantolon.,5
10323,464,Ürün güzel tavsiye ederim,4
5938,254,Kaliteli ürün,5
992,36,Kocasına aldı beğendi,4
25139,1284,Güzel sade şık,4
19962,988,eşime hediye aldım kaliteli,5
32264,1697,S beden aldım ölçüsü çok ideal. Fakat kumaşındam dolayı parlak sanmıştım. Çok ufak olarak her tarafında pul tarzı şeyler var. Dökülür mü bilmiyorum. Bunu bilerek alın.,4
22713,1144,Muhteşem bir ürün tavsiye ederim 🤩,5
36091,2299,Kumasi modeli herseyi cok guzel. Ama boyum 160 bilegimin bir karis ustunde oldu:(,4
38207,2690,Ürünü beğendim ama küçük geldiği için iade ettim. İade ederken başka bir iade ürünümü koton firmasına göndermişler. Ve firmadan hala bir dönüş yok. Diğer ürünümü geri gönderin,1
10524,473,Indirimden aldm cok sik normal beden bir buyugu alinabilir,5
27909,1456,Harikaa... Eğer pentide 85 giyiyorsunuz bu ürünü 80 almalısınız.. Ben 85 i iade ettim 80 i tam oldu,5
28145,1473,Çok güzel memnun kaldık. 188 boy 90 kg XL çok güzel durdu. Teşekkürler,5
31111,1627,Hediye aldim ✨☺️,5
1118,40,Dokusu rengi çok güzel eşim çok beğendi,5
33019,1743,Bayıldımmmmm,5
43318,3848,çok aşırı bol paça ve çok çok uzun. boyum 170 olmasına rağmen yerlerde gezdi.,2
3831,160,Ben evde giymek için aldım pijama niyetine incecik yumuşacık tam beden alın,5
11887,546,evde giyinmek için aldım beğendim 59 Kg m aldım belden büyük geldi bir beden küçük alsaymisimntam olcakmis kalıbi biraz geniş,5
36257,2330,gayet güzel spor ve hoş duruyor . Askıları ayarlanmıyor ama dikerek kendinize göre ayarlayabilirsiniz fakat dikiş hataları vardı ve pek kaliteli değil,3
28395,1484,güzel ve özenle paketlenmiş gayet başarılı ve kaliteli,5
22192,1116,Fenaaa sayılmazz idare eder,4
19190,951,indirimdryken almistim kaliteli ürün almak tereddutte klmsn,5
29614,1547,perfect,5
12741,589,aldıktan 3 gun sonra telleri çıktı gerçekten berbat bir ürünmüş. bir de 3 tane sipariş vermistim birini yollayıp geri kalanını iptal etmişler. o kadar paraya değmez hayatta,1
27526,1436,Tam beden alın çok güzel,4
24241,1227,Polo kalitesi,5
8355,366,cok severek aldim gorseldekiyle aynı. 1.58 boy 57 kg.ilk once 38 aldim cok oturdu iade ettim. 40 bedenini aldim cok yapismasini istemediğimden. sanirim bence kalip dar 1 beden buyuk alinabilir,5
24407,1237,fiyatına göre harika ürün,5
7471,324,urunler guzel de alir almaz indirime girdi.Simei ben urunu iade etsem kargo ucreti vereceksiniz İndirimli fiyattan bir daha siparis versem yine kargo ucreti odeyeceksiniz.Milletin aklinla dalga gecer gibi satis yapilmaz ayiptir.,5
35180,2121,Ürün çok güzel ve şık boyum 168 uzun geldi anca topukluyla olur fakat yırtık ürün geldiği için iade etmek zorunda kaldım çünkü dikilebilecek bir yırtık değil devamlı sokulmeye devam ediyor diksen de aşırı belli oluyor,2
19763,979,İndirimde aldım coo kaliteli,5
21123,1059,çok beğendim teşekkürler,5
2999,119,Kalitesini beğenmedim bu markadan beklentim yumuşak kumaştı,1
1120,40,güzel iyiydi,4
4220,178,şık ve rahat kendi bedeninizi almayı unutmayın,5
37713,2597,Cok guzel oldu,3
22406,1128,Çok beğendim teşekkür ederim hızlı gönderdiğiniz için 55 kilo 26 oldu almak isteyenler için,5
9295,413,Çok rahat ve gayet iyi kumaş.,5
886,33,Çok güzel öyle rahat ve kaliteli ki kesinlikle alın,5
21886,1099,Hoş yumuşak rahat,5
42051,3452,guzel biraz kucuk geldi bana,4
23264,1178,Ürün güzeldi ilgilenen arkadaş sagolsun boy kilo ölçülerine uygun olani göndermiş elinize sağlık iyi günler,5
615,23,çok kaliteli.indirime girsin gene almak isterim,5
38321,2708,"171 boy,76 kiloyum 31/29 aldim rahat oldu,30/29 alsam tam otururdu",4
1574,58,Kaska gelse deyerlendırek.cox berbat hızmet,1
37481,2551,cok ince acayip ic gosteriyor,2
27958,1458,"Rengi ve kumaşı iyi, görseldeki gibi",5
8360,366,çok güzel bir ürün. Kaliteli modeli çok hoş,5
23843,1208,Cok sevdim y,5
13337,620,efsane yumusaklik 0 rahatsizlik,5
36137,2309,kaliteli güzel bir ürün,4
4460,187,çok şık 👍güzel 🤗ve kaliteli bir tişört,5
9187,405,Beden normal den çok büyük hiç hoşuma gitmedi,1
12989,603,İndirimdeyken aldım güzel,5
2209,83,Tüm renklerini aldım. Kendi bedenimi aldım bayaa oversize ama güzel bilerek öyle aldım ben,5
12115,556,Tam bir f/p ürünü. Başarılı.,5
14786,696,Kaliteli ve güzel ürün tam bedeninizi alın.,5
33519,1801,ürün kalıbı bir beden büyük,3
32723,1725,Çok şık çok güzel,5
37775,2612,"paça boyu biraz uzun, 189 cm boya göre dahi",4
34445,1980,güzel denebilir,3
3619,149,yumuşacık çok güzel,5
30490,1592,"bayıldım, çok güzel. bir beden küçük alınabilir",5
23567,1194,çok güzel kaliteli bi ürün tavsiye ederim,5
3132,126,Çok güzel çok iyi,5
31711,1665,cok guzel beğendim,5
37064,2475,Ürün cok güzel tam bedeninizi alın hatta yapışöasını istiyorsanız 1 beden küçük alabilirsiniz,4
35808,2240,ürün çok güzel ama kalın olduğu için yazın giyilmez,3
2641,104,çok sık ve rahat,5
20763,1043,Defacto ürünlerini Trendyol hızıyla otomattan teslim almak iyi bir deneyimdi.,4
30315,1584,"kullanışlı bir ürün, herkes kendi bedenini alsın",4
6724,291,Indirimden nisanlim için almıştım gömleğin kalitesi gerçekten cok güzel ama paketi kırış kırış geldi hiç özenli değildi,5
7579,329,Kalıbı çok güzel,5
18599,916,çok guzel ve rahat kumasida çok guzel,5
1532,56,Mavi kalitesi,5
11885,546,Bi beden küçükte alınabilirmiş ama iade etmiycem,5
7055,305,Harika tam bedeninizi alın eşime aldım çok begendik,5
31283,1638,çok güzel tam bedeninizi alın teşekkürler mavi,5
21829,1096,Tam beden alabilirsiniz çook rahat ve herşeyle uyarlanabiliyor 🌸💖,5
35473,2179,Sezonluk fiyatına göre güzel,4
14897,704,Çok güzel Bi beden büyük alın. Teşekkürler trendyol.,5
39782,2995,Sütyen gali olsa direk alınır çık rahat ve sexy,4
6933,299,çok rahat ve kaliteli bi ürün.,5
42156,3472,Çok güzel bir ürün yaz kış giyilebilinir,4
17094,830,çok güzel yumuşak rahat tam oldu kendi bedeninizi alın,5
42561,3586,Çok güzell,3
6174,263,kalitesi tartışılmaz,5
28412,1485,mavi kalitesi bedeniniz neyse onu alabilirsiniz çok begendim,5
20933,1049,mavi adının hakkını veriyor kaliteli ve güzel ürün. Kendi bedeninize göre alın,5
9983,449,Gayet kaliteli ve rahat bir ürün.,5
31237,1636,1 beden küçük alınabilir kalitesi güzel,5
5743,247,Mavi kalitesi👍🏻 64 kilo M tam oldu,5
12303,567,"Ben çok beğendim. Kumaşı pek kaliteli değil ama duruşu tam benlik. Bir beden büyük aldım bol olsun diye. 36 bedenim, 38 tam istediğim gibi oldu.",5
42544,3580,Pek rahat değil 75 b giyiyorum ama bu bol geldi önden . iade etmicem ama almasanızda olur aşırı güzel bi şey beklemeyin,2
15556,740,Doğum günü hediyesi olarak çok uygun bir fiyata aldık . Çok güzel inanılmaz kaliteli geldi.,5
16272,781,36 beden üst giyiyorum bana göre çok salaş çok büyük durdu iade ettim. rengi ve kumaşın kalitesi çok iyiydi. kalçanın baya altında kalıyor boyu. tayt üstüne düşünenler için ideal.,5
21228,1064,Kalıbı çok geniş Bi beden küçük alın,3
39580,2958,Güzel fakat önü arkasına göre daha uzun,3
8508,374,Ürün güzel benim boyum 164 boyu uzun geldi ablama oldı boyu 168,3
22442,1129,Kumaşı cok ince pek begenmedım,3
13384,624,Hızlı ve hasarsız teslimat. Gayet yumuşak bir t-shirt.,5
31086,1626,gerçekten aşırı kötü bir pantolon kendi bedenimden üç beden büyük alsam bile olmaz aşırı sert ve hiç esneme payı yok zaten popo kısmı o kadar kötü ki olan poponuzu yokmuş gibi gösteriyor sakın almayın,1
21847,1097,çok güzel modeli tam oldu,5
5613,242,gAyet güzel bir ürün,5
8270,363,Ürün çok güzel ve 1 günde geldi.,5
7947,345,Tam bedeninizi alın,5
40432,3124,"evde giymelik güzel,L beden aldım mankendeki gibi bol rahat",4
7943,345,Gayet güzel tam beden alın,5
39775,2994,Öncelikle ürün güzel normal puma kalitesi bedeni soracak olursanız 170-175 cm boylarında 85-95 kg iseniz M beden Gelelim şimdi satıcıya bu TEKEMSPOR satıcısıdan memnun kalmadım ya arkadaş amlajsız tozlu lekeli ürünü neden gönderirsiniz bir daha isminizi görünce NO... NO... NO 😡,1
42926,3719,Rengi daha parlak burada gözüktüğü gibi değil bir de 36 beden almıştım 38 gönderdiler,3
23691,1200,cok iyi.. çabuk kirisiyo malasef,5
30093,1574,bu fiyada bu kadar kaliteli bir urun aldigima inanamiyorum. popoyu orantili bir sekilde kapatan lastikleri sıkmayan bir bikini alti. kalca genisligim 100cm. 38 beden oldu. rengi gorundugunden daha farkli cingene pembesi gibi,5
28641,1498,tavsiye ederim,5
18517,911,Hediye aldım triko düz tshirt değil ama kaliteliii alınır,5
13999,651,ürünün rengi resimde beyaz gözüküyor ama değil hafif yeşil gibi bunu bilerek alın. Gayet iyi bir tişört.,4
6877,296,Kaliteli güzel ve şık bir ürün,5
21548,1084,Çok kaba duruyor,1
33913,1876,kumas kalıtesını beğenmedim. iade,2
20259,1010,altinida aldim takim yaptim.sutyen olarak 80B giyiniyorum ona gore aldim tam oldu.cok guzel.urun kaliteli gercekten,5
5403,230,güzel bir tişört fakat bedeni kucuk seçilmeli kol altı bende cok açık durdu o yüzden iade ettim,4
1155,42,kumaşı çok güzel,5
16581,796,kurtarıcı sık bir ürün,5
7575,329,kendi bedeninizi alın çok güzel sarıyor bayıldım gerçekten,5
20642,1036,1.60 boy 74 kiloyum 31 beden tam oldu. Likralı oluşundan çok rahat parasını fazlasıyla hak ediyor şiddetle tavsiye ederim.,5
29813,1560,Çok güzel bir ürün çok şık duruyor tavsiye ederim,5
18898,934,çok rahat güzel,5
35096,2106,"İnce,yumuşak bir kumaşı var,L beden almama rağmen içinde rahat edemedim, hatları çok belli ediyor. İade.",3
18141,892,cok iyi..,5
41810,3404,Hayal kırıklığı oldu benim için. 36 beden o kadar büyük geldi ki şaşkınım. 158 boy 58 kiloyum. boyu da çok uzun geldiği için askıları boşta kaldı tuhaf oldu. Ayrıca üründe siyah siyah noktalar var hep. Bir yorumda görmüştüm ama dikkate almamıştım hepsinde aynı şekildeyse asla almamanızı tavsiye ediyorum. iade...,1
25457,1298,Harika bir ürün bayıldım,5
21103,1057,Beğendim birkaç neden büyük alın,5
19362,962,gerçekten kaliteli ve güzel bir ürün tam bedeninizi alın,5
20240,1009,"hızlı kargolandı, ve güzelce çift kutuya konmuştu. mağazada olmayan bi indirim burada vardı. sütyenin dokusu güzel ve giyince doğal bir görünüm veriyor.",5
30441,1590,astarı var yaz sıcaklarında yakar belki begendim,5
30601,1599,"ben sevdim, 40 beden aldim",5
33498,1797,Çok teşekkür ederim,4
38723,2777,istediğim renk gelmedi ikincisi rahat kesim dedim oda olmadi,2
16172,777,çok şık bir gö.lek ama çok salaş koton 38 beden almıştım iade edip 34 beden aldım ve harika oldu,5
26435,1351,Eşim çok beğendi iki tane aldım. Tam bedenini alın salaş durması için.,5
35145,2117,"İndirimdeyken almıştım. Büyük göğüslü kadınlar için tam bir beden karşılığı olmuyor, onu bilerek almanızı tavsiye ederim. Bedenim 80D ve M beden aldım. Sırtı oldu fakat göğüs kısmı küçük oldu haliyle",4
